This file was created by CMPT_ME_BEME_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 D/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  D/P is the total dividends paid from July of t-1 to June of t per dollar of equity in June of t.
Firms with negative
D/P are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Average Returns -- Monthly
,SMALL LoDP,ME1 DP2,SMALL HiDP,BIG LoDP,ME2 DP2,BIG HiDP
194712,     83,    130,    134,    144,    176,     92
194801,     83,    130,    134,    144,    176,     92
194802,     83,    130,    134,    144,    176,     92
194803,     83,    130,    134,    144,    176,     92
194804,     83,    130,    134,    144,    176,     92
194805,     83,    130,    134,    144,    176,     92
194806,     83,    130,    134,    144,    176,     92
194807,     84,    137,    156,    160,    188,     87
194808,     84,    137,    156,    160,    188,     87
194809,     84,    137,    156,    159,    188,     87
194810,     84,    137,    156,    159,    188,     87
194811,     84,    137,    156,    159,    188,     87
194812,     84,    137,    156,    159,    188,     87
194901,     84,    137,    156,    159,    188,     87
194902,     84,    137,    156,    159,    188,     87
194903,     84,    137,    156,    159,    188,     87
194904,     84,    137,    156,    159,    188,     87
194905,     84,    137,    156,    159,    188,     87
194906,     84,    137,    156,    159,    188,     87
194907,     83,    145,    153,    168,    189,     96
194908,     83,    145,    153,    168,    189,     96
194909,     83,    145,    153,    168,    189,     96
194910,     83,    145,    153,    168,    189,     96
194911,     83,    145,    153,    168,    189,     96
194912,     83,    145,    153,    167,    189,     96
195001,     82,    145,    153,    166,    189,     96
195002,     82,    145,    153,    166,    189,     96
195003,     82,    145,    153,    166,    189,     96
195004,     82,    145,    153,    166,    189,     96
195005,     82,    145,    153,    166,    189,     96
195006,     82,    145,    153,    166,    188,     96
195007,     94,    140,    152,    159,    197,    100
195008,     94,    140,    152,    159,    197,    100
195009,     94,    140,    152,    159,    197,    100
195010,     94,    140,    152,    159,    197,    100
195011,     94,    140,    152,    159,    197,    100
195012,     94,    138,    152,    159,    197,    100
195101,     94,    138,    151,    159,    197,    100
195102,     94,    138,    151,    159,    197,    100
195103,     94,    138,    151,    159,    197,    100
195104,     94,    138,    151,    159,    197,    100
195105,     94,    138,    151,    159,    197,    100
195106,     94,    138,    151,    159,    197,    100
195107,     79,    163,    169,    190,    195,     99
195108,     79,    163,    169,    189,    195,     99
195109,     79,    162,    169,    189,    195,     99
195110,     79,    162,    169,    189,    195,     99
195111,     79,    162,    169,    188,    195,     99
195112,     79,    162,    169,    188,    195,     99
195201,     79,    162,    169,    188,    195,     99
195202,     79,    162,    169,    188,    195,     99
195203,     79,    162,    169,    188,    195,     99
195204,     79,    162,    169,    188,    195,     99
195205,     79,    162,    169,    188,    195,     99
195206,     79,    162,    169,    188,    195,     99
195207,     84,    153,    187,    190,    212,     87
195208,     84,    153,    187,    190,    212,     87
195209,     84,    153,    187,    190,    212,     87
195210,     84,    153,    187,    189,    212,     87
195211,     84,    153,    186,    189,    212,     87
195212,     84,    153,    186,    189,    212,     87
195301,     84,    153,    186,    189,    212,     87
195302,     84,    153,    186,    189,    212,     87
195303,     84,    152,    186,    189,    211,     87
195304,     84,    152,    186,    189,    211,     87
195305,     84,    152,    185,    188,    211,     87
195306,     84,    152,    185,    188,    211,     87
195307,     92,    147,    179,    184,    218,     94
195308,     92,    146,    179,    184,    218,     94
195309,     92,    146,    179,    184,    218,     94
195310,     92,    146,    179,    184,    218,     93
195311,     92,    146,    179,    184,    217,     93
195312,     92,    146,    179,    184,    217,     93
195401,     92,    146,    179,    184,    217,     93
195402,     92,    146,    179,    184,    217,     93
195403,     92,    146,    179,    184,    217,     93
195404,     92,    146,    179,    184,    217,     93
195405,     92,    146,    179,    183,    217,     91
195406,     92,    146,    179,    183,    217,     91
195407,     89,    140,    190,    185,    226,     84
195408,     89,    140,    190,    184,    226,     84
195409,     89,    140,    190,    184,    226,     84
195410,     89,    140,    190,    183,    226,     83
195411,     89,    139,    190,    183,    226,     83
195412,     89,    139,    190,    183,    226,     83
195501,     89,    139,    190,    183,    226,     83
195502,     88,    139,    190,    183,    226,     83
195503,     88,    138,    189,    183,    226,     83
195504,     88,    138,    187,    183,    226,     83
195505,     87,    138,    187,    183,    225,     83
195506,     87,    138,    187,    183,    225,     83
195507,     99,    121,    185,    168,    239,     85
195508,     99,    121,    184,    168,    239,     85
195509,     99,    120,    183,    168,    238,     85
195510,     99,    120,    183,    168,    237,     85
195511,     99,    120,    183,    168,    237,     85
195512,     99,    120,    183,    167,    237,     85
195601,     98,    120,    182,    167,    237,     85
195602,     98,    120,    182,    167,    237,     85
195603,     98,    120,    182,    167,    237,     85
195604,     98,    120,    182,    167,    237,     85
195605,     96,    120,    182,    167,    237,     85
195606,     96,    120,    182,    167,    237,     85
195607,     80,    157,    185,    194,    214,     91
195608,     80,    156,    185,    192,    214,     91
195609,     80,    156,    184,    192,    214,     91
195610,     79,    156,    184,    191,    213,     91
195611,     79,    156,    184,    191,    213,     91
195612,     79,    156,    184,    191,    213,     91
195701,     78,    156,    183,    189,    213,     91
195702,     78,    156,    183,    189,    213,     91
195703,     78,    156,    183,    189,    213,     91
195704,     78,    156,    183,    189,    213,     91
195705,     78,    156,    182,    189,    213,     91
195706,     77,    155,    182,    189,    213,     91
195707,     85,    147,    190,    190,    221,     85
195708,     84,    147,    190,    190,    221,     85
195709,     82,    147,    190,    190,    221,     85
195710,     82,    147,    190,    188,    221,     85
195711,     82,    147,    189,    188,    221,     85
195712,     81,    146,    189,    188,    219,     85
195801,     80,    146,    188,    188,    219,     85
195802,     79,    146,    188,    188,    219,     85
195803,     78,    146,    187,    188,    219,     85
195804,     78,    146,    187,    188,    219,     85
195805,     78,    145,    187,    188,    218,     85
195806,     78,    144,    187,    187,    218,     85
195807,     95,    133,    192,    180,    234,     84
195808,     95,    132,    192,    180,    234,     83
195809,     93,    132,    192,    180,    234,     83
195810,     92,    131,    192,    180,    234,     82
195811,     92,    131,    192,    180,    234,     82
195812,     92,    131,    191,    180,    234,     82
195901,     92,    131,    191,    180,    234,     82
195902,     92,    131,    189,    180,    234,     82
195903,     91,    129,    188,    180,    233,     82
195904,     91,    129,    187,    180,    233,     82
195905,     91,    129,    187,    180,    233,     82
195906,     91,    129,    186,    180,    233,     82
195907,    104,    140,    158,    164,    219,    111
195908,    104,    140,    157,    164,    219,    111
195909,    104,    140,    157,    164,    219,    111
195910,    103,    140,    157,    164,    219,    111
195911,    103,    140,    157,    163,    219,    111
195912,    103,    140,    156,    163,    218,    111
196001,    102,    140,    156,    163,    218,    111
196002,    102,    140,    156,    163,    218,    111
196003,    102,    139,    156,    163,    218,    111
196004,    101,    139,    154,    163,    218,    111
196005,    100,    138,    153,    163,    218,    111
196006,    100,    138,    153,    163,    218,    111
196007,     95,    138,    175,    178,    230,     99
196008,     95,    138,    175,    178,    230,     99
196009,     95,    137,    175,    178,    230,     99
196010,     95,    136,    174,    178,    230,     99
196011,     94,    135,    174,    178,    230,     99
196012,     94,    135,    173,    178,    230,     99
196101,     90,    135,    173,    178,    230,     99
196102,     90,    135,    172,    178,    230,     99
196103,     90,    135,    172,    178,    230,     99
196104,     90,    135,    172,    178,    229,     99
196105,     90,    135,    172,    178,    229,     99
196106,     89,    135,    172,    178,    229,     99
196107,    106,    139,    171,    171,    231,    107
196108,    106,    138,    170,    171,    231,    107
196109,    106,    138,    170,    171,    230,    107
196110,    106,    138,    170,    171,    229,    107
196111,    105,    137,    170,    171,    229,    107
196112,    105,    137,    169,    170,    229,    107
196201,    105,    136,    169,    170,    229,    107
196202,    105,    136,    169,    170,    227,    107
196203,    105,    136,    169,    170,    227,    107
196204,    105,    135,    168,    170,    227,    107
196205,    105,    134,    167,    170,    227,    107
196206,    104,    133,    167,    170,    227,    107
196207,    106,    135,    158,    170,    233,    119
196208,    106,    135,    158,    170,    233,    119
196209,    106,    135,    157,    170,    233,    119
196210,    106,    135,    157,    170,    232,    119
196211,    106,    135,    156,    170,    232,    119
196212,    106,    134,    156,    170,    232,    119
196301,    105,    134,    156,    170,    232,    119
196302,    105,    133,    156,    170,    232,    119
196303,    105,    133,    155,    170,    232,    119
196304,    105,    132,    155,    170,    232,    119
196305,    104,    132,    153,    169,    232,    119
196306,    104,    132,    153,    169,    231,    119
196307,    213,    235,    302,    192,    247,    126
196308,    213,    234,    302,    192,    247,    126
196309,    213,    231,    301,    192,    246,    126
196310,    211,    229,    300,    190,    246,    126
196311,    211,    227,    299,    189,    246,    126
196312,    210,    226,    299,    188,    246,    124
196401,    208,    226,    297,    187,    246,    124
196402,    207,    226,    297,    187,    246,    124
196403,    206,    224,    296,    187,    245,    124
196404,    205,    222,    295,    187,    245,    124
196405,    205,    220,    294,    187,    245,    124
196406,    205,    220,    292,    187,    245,    124
196407,    213,    232,    345,    201,    255,    119
196408,    212,    232,    345,    200,    254,    119
196409,    207,    232,    344,    200,    254,    119
196410,    205,    232,    343,    199,    252,    119
196411,    205,    231,    343,    199,    252,    119
196412,    204,    229,    343,    199,    252,    119
196501,    203,    227,    342,    199,    252,    119
196502,    200,    226,    340,    198,    252,    119
196503,    200,    224,    337,    198,    252,    119
196504,    200,    222,    336,    197,    252,    119
196505,    200,    221,    334,    197,    252,    119
196506,    200,    221,    332,    197,    251,    119
196507,    218,    283,    330,    215,    253,    131
196508,    218,    283,    330,    214,    253,    131
196509,    216,    282,    329,    214,    253,    131
196510,    216,    279,    328,    214,    252,    131
196511,    215,    279,    328,    214,    250,    131
196512,    213,    278,    326,    214,    250,    131
196601,    211,    276,    325,    214,    248,    131
196602,    210,    275,    322,    214,    247,    131
196603,    210,    274,    322,    214,    247,    131
196604,    209,    274,    322,    214,    247,    131
196605,    206,    273,    318,    214,    246,    131
196606,    205,    269,    318,    214,    246,    130
196607,    269,    319,    293,    215,    244,    143
196608,    268,    318,    293,    215,    244,    143
196609,    268,    318,    293,    215,    243,    143
196610,    267,    317,    292,    214,    243,    143
196611,    265,    313,    291,    214,    243,    143
196612,    265,    310,    291,    214,    243,    143
196701,    265,    308,    291,    214,    243,    143
196702,    265,    307,    290,    214,    243,    143
196703,    264,    307,    289,    214,    242,    143
196704,    261,    306,    289,    213,    242,    143
196705,    259,    302,    288,    211,    240,    143
196706,    257,    300,    288,    211,    239,    142
196707,    288,    336,    284,    213,    235,    151
196708,    287,    333,    284,    212,    235,    151
196709,    285,    329,    283,    212,    232,    150
196710,    281,    326,    281,    211,    232,    150
196711,    281,    323,    281,    209,    232,    150
196712,    279,    320,    280,    207,    230,    150
196801,    276,    311,    276,    207,    229,    149
196802,    275,    308,    276,    206,    228,    149
196803,    274,    306,    276,    206,    228,    149
196804,    274,    306,    273,    203,    227,    149
196805,    272,    303,    272,    203,    227,    149
196806,    269,    297,    266,    203,    227,    148
196807,    344,    338,    201,    184,    216,    181
196808,    344,    335,    201,    184,    215,    181
196809,    342,    332,    201,    183,    211,    181
196810,    339,    326,    201,    183,    209,    181
196811,    335,    323,    201,    183,    209,    180
196812,    334,    321,    198,    183,    209,    179
196901,    331,    316,    195,    183,    209,    179
196902,    328,    315,    193,    183,    208,    179
196903,    326,    315,    191,    183,    207,    179
196904,    323,    315,    191,    183,    204,    179
196905,    323,    313,    191,    183,    204,    176
196906,    322,    311,    191,    183,    202,    176
196907,    318,    344,    204,    183,    215,    182
196908,    316,    342,    204,    183,    215,    182
196909,    314,    339,    204,    183,    213,    182
196910,    314,    337,    204,    183,    213,    182
196911,    311,    335,    204,    183,    213,    182
196912,    309,    332,    202,    183,    213,    182
197001,    307,    330,    202,    183,    213,    182
197002,    307,    328,    202,    183,    213,    181
197003,    307,    328,    202,    183,    213,    179
197004,    305,    327,    202,    183,    213,    179
197005,    305,    325,    201,    183,    213,    179
197006,    302,    325,    200,    182,    213,    179
197007,    280,    352,    246,    209,    232,    161
197008,    279,    351,    246,    209,    231,    161
197009,    279,    351,    246,    209,    231,    161
197010,    279,    349,    246,    209,    231,    161
197011,    278,    348,    246,    209,    231,    160
197012,    275,    348,    244,    209,    230,    160
197101,    275,    344,    244,    208,    230,    160
197102,    275,    344,    244,    206,    230,    160
197103,    273,    342,    244,    206,    230,    160
197104,    273,    338,    243,    206,    230,    160
197105,    272,    337,    241,    205,    230,    160
197106,    272,    337,    241,    205,    230,    157
197107,    266,    321,    239,    206,    235,    159
197108,    265,    321,    239,    206,    235,    159
197109,    265,    321,    239,    206,    235,    159
197110,    265,    321,    239,    206,    235,    159
197111,    265,    320,    238,    206,    235,    159
197112,    265,    317,    238,    205,    235,    159
197201,    265,    317,    236,    205,    235,    159
197202,    265,    317,    236,    205,    235,    159
197203,    265,    316,    235,    205,    235,    159
197204,    265,    314,    235,    205,    234,    159
197205,    265,    314,    234,    204,    234,    159
197206,    265,    312,    233,    204,    234,    159
197207,    247,    348,    215,    231,    228,    171
197208,    247,    346,    214,    230,    228,    171
197209,    247,    345,    214,    230,    228,    171
197210,    246,    345,    214,    230,    228,    171
197211,    245,    344,    214,    230,    227,    171
197212,    245,    344,    214,    230,    227,    171
197301,    245,    343,    211,    230,    227,    171
197302,    244,    342,    210,    229,    226,    171
197303,    242,    341,    210,    229,    226,    171
197304,    242,    340,    210,    229,    226,    171
197305,    242,    338,    210,    228,    226,    171
197306,    241,    338,    210,    228,    226,    171
197307,    248,    376,    254,    253,    240,    181
197308,    245,    376,    254,    253,    240,    181
197309,    245,    375,    254,    250,    240,    181
197310,    244,    375,    254,    250,    240,    181
197311,    244,    374,    253,    249,    239,    181
197312,    243,    373,    253,    249,    239,    181
197401,    243,    373,    252,    248,    239,    181
197402,    241,    371,    251,    248,    238,    181
197403,    241,    371,    251,    248,    238,    181
197404,    240,    369,    251,    248,    238,    181
197405,    239,    369,    251,    248,    238,    181
197406,    238,    368,    248,    248,    237,    181
197407,    622,    829,    497,    340,    306,    194
197408,    620,    826,    497,    339,    306,    194
197409,    618,    826,    497,    339,    306,    193
197410,    614,    825,    496,    339,    306,    193
197411,    613,    825,    494,    339,    306,    192
197412,    609,    824,    493,    338,    306,    192
197501,    605,    822,    492,    338,    306,    192
197502,    603,    821,    491,    337,    306,    192
197503,    601,    821,    489,    337,    306,    192
197504,    596,    821,    485,    337,    306,    192
197505,    595,    820,    484,    336,    306,    192
197506,    591,    817,    482,    336,    306,    191
197507,    597,    824,    605,    309,    311,    189
197508,    594,    823,    605,    309,    311,    188
197509,    590,    823,    605,    309,    311,    188
197510,    590,    816,    605,    309,    310,    188
197511,    588,    815,    605,    309,    310,    188
197512,    584,    811,    605,    309,    310,    188
197601,    582,    808,    603,    309,    310,    188
197602,    576,    807,    602,    308,    310,    187
197603,    576,    802,    599,    308,    310,    187
197604,    575,    798,    597,    308,    310,    187
197605,    573,    794,    596,    308,    309,    187
197606,    568,    792,    595,    308,    308,    187
197607,    656,    797,    649,    277,    314,    204
197608,    651,    793,    647,    277,    314,    204
197609,    650,    789,    647,    277,    314,    204
197610,    648,    789,    647,    277,    314,    204
197611,    647,    787,    646,    277,    314,    204
197612,    639,    783,    645,    276,    313,    204
197701,    632,    781,    642,    275,    313,    204
197702,    629,    780,    641,    274,    311,    204
197703,    626,    777,    639,    274,    310,    204
197704,    626,    776,    636,    274,    310,    204
197705,    619,    772,    634,    274,    310,    204
197706,    617,    771,    631,    274,    309,    204
197707,    818,    768,    660,    249,    332,    223
197708,    809,    765,    658,    247,    332,    223
197709,    804,    760,    657,    246,    332,    223
197710,    800,    756,    657,    245,    331,    223
197711,    796,    755,    656,    244,    331,    223
197712,    794,    751,    653,    241,    331,    223
197801,    782,    744,    648,    240,    331,    223
197802,    780,    741,    647,    240,    331,    223
197803,    777,    737,    645,    240,    331,    223
197804,    775,    733,    643,    239,    331,    223
197805,    768,    729,    639,    238,    330,    223
197806,    760,    722,    636,    238,    329,    223
197807,    968,    806,    486,    247,    311,    236
197808,    960,    801,    485,    245,    310,    235
197809,    946,    798,    485,    244,    310,    235
197810,    943,    796,    484,    242,    310,    235
197811,    940,    789,    483,    241,    308,    235
197812,    939,    785,    483,    241,    308,    235
197901,    923,    780,    480,    240,    307,    235
197902,    919,    775,    479,    238,    306,    233
197903,    917,    772,    479,    236,    306,    233
197904,    906,    765,    479,    236,    305,    233
197905,    901,    762,    478,    236,    302,    233
197906,    889,    759,    475,    234,    302,    233
197907,    913,    776,    506,    232,    328,    220
197908,    903,    774,    506,    230,    328,    220
197909,    895,    774,    505,    227,    328,    220
197910,    894,    773,    504,    227,    327,    220
197911,    886,    772,    502,    226,    327,    220
197912,    881,    767,    501,    223,    327,    220
198001,    871,    759,    494,    219,    325,    220
198002,    866,    758,    493,    218,    325,    219
198003,    860,    752,    493,    217,    325,    219
198004,    852,    748,    493,    217,    324,    219
198005,    846,    744,    491,    216,    324,    219
198006,    840,    741,    489,    215,    323,    219
198007,    795,    791,    516,    262,    300,    205
198008,    787,    788,    516,    261,    299,    205
198009,    782,    784,    516,    261,    298,    204
198010,    777,    782,    516,    259,    297,    204
198011,    776,    780,    515,    257,    296,    203
198012,    772,    772,    514,    257,    295,    200
198101,    766,    767,    514,    255,    295,    199
198102,    758,    762,    514,    255,    295,    198
198103,    754,    759,    512,    255,    294,    198
198104,    749,    755,    511,    250,    293,    198
198105,    745,    754,    511,    249,    291,    198
198106,    739,    746,    511,    249,    289,    198
198107,    763,    697,    523,    237,    304,    208
198108,    761,    694,    522,    234,    304,    208
198109,    758,    688,    522,    233,    303,    208
198110,    753,    683,    520,    232,    301,    208
198111,    751,    680,    518,    230,    301,    208
198112,    747,    676,    516,    228,    300,    208
198201,    743,    673,    514,    227,    299,    207
198202,    740,    669,    511,    227,    298,    207
198203,    735,    664,    511,    224,    296,    207
198204,    730,    660,    507,    223,    294,    207
198205,    725,    657,    504,    223,    294,    206
198206,    721,    655,    503,    222,    292,    206
198207,    746,    730,    386,    219,    293,    228
198208,    744,    729,    386,    217,    291,    228
198209,    734,    724,    386,    215,    291,    228
198210,    731,    723,    385,    215,    290,    228
198211,    727,    721,    384,    215,    288,    228
198212,    723,    715,    381,    213,    286,    228
198301,    712,    710,    379,    213,    283,    228
198302,    706,    709,    378,    213,    281,    228
198303,    700,    705,    378,    212,    281,    227
198304,    698,    705,    375,    212,    281,    227
198305,    697,    701,    373,    212,    281,    226
198306,    692,    697,    372,    212,    281,    226
198307,    677,    648,    389,    214,    279,    227
198308,    671,    642,    387,    213,    278,    227
198309,    668,    639,    385,    211,    277,    227
198310,    666,    635,    384,    211,    276,    227
198311,    664,    632,    383,    211,    276,    227
198312,    661,    628,    383,    210,    274,    225
198401,    656,    621,    380,    209,    274,    224
198402,    649,    618,    377,    209,    272,    224
198403,    645,    616,    376,    209,    272,    224
198404,    643,    612,    375,    208,    272,    224
198405,    642,    605,    373,    208,    272,    224
198406,    638,    598,    372,    207,    272,    223
198407,    685,    650,    351,    202,    280,    234
198408,    681,    648,    350,    199,    280,    234
198409,    672,    645,    350,    196,    279,    234
198410,    665,    642,    349,    193,    278,    234
198411,    660,    638,    349,    193,    273,    234
198412,    656,    635,    348,    192,    271,    234
198501,    649,    630,    346,    191,    270,    234
198502,    645,    621,    346,    190,    269,    234
198503,    641,    620,    343,    190,    269,    233
198504,    637,    618,    340,    190,    269,    233
198505,    631,    609,    338,    190,    269,    230
198506,    623,    605,    337,    189,    267,    230
198507,    653,    630,    318,    237,    296,    221
198508,    648,    627,    318,    236,    295,    219
198509,    645,    625,    318,    232,    292,    218
198510,    638,    623,    317,    231,    291,    218
198511,    635,    618,    317,    230,    288,    218
198512,    629,    615,    316,    229,    285,    216
198601,    626,    610,    313,    227,    285,    215
198602,    626,    607,    311,    226,    285,    214
198603,    624,    602,    309,    224,    285,    214
198604,    620,    597,    306,    224,    282,    210
198605,    617,    593,    302,    224,    281,    209
198606,    612,    589,    300,    222,    280,    209
198607,    615,    604,    283,    227,    310,    212
198608,    613,    599,    283,    225,    309,    212
198609,    608,    596,    281,    224,    308,    212
198610,    605,    590,    279,    223,    304,    211
198611,    600,    587,    277,    222,    301,    211
198612,    582,    579,    273,    219,    298,    211
198701,    572,    571,    271,    218,    297,    210
198702,    572,    568,    271,    218,    295,    209
198703,    568,    562,    270,    218,    292,    209
198704,    565,    554,    270,    218,    292,    206
198705,    563,    549,    268,    218,    292,    205
198706,    562,    545,    267,    217,    291,    203
198707,    557,    584,    365,    222,    287,    204
198708,    552,    583,    365,    218,    287,    204
198709,    547,    581,    365,    217,    286,    204
198710,    543,    574,    365,    215,    285,    204
198711,    536,    572,    364,    214,    283,    204
198712,    532,    569,    363,    214,    282,    203
198801,    527,    568,    362,    214,    281,    202
198802,    523,    563,    359,    214,    281,    202
198803,    518,    557,    358,    214,    277,    200
198804,    513,    553,    355,    212,    276,    200
198805,    508,    548,    353,    211,    274,    200
198806,    503,    541,    350,    211,    270,    200
198807,    563,    653,    364,    207,    291,    212
198808,    553,    649,    362,    206,    290,    212
198809,    547,    648,    358,    205,    290,    212
198810,    541,    643,    358,    204,    289,    212
198811,    533,    640,    356,    203,    289,    212
198812,    528,    631,    353,    202,    286,    211
198901,    524,    629,    351,    202,    283,    210
198902,    523,    626,    350,    202,    283,    210
198903,    520,    624,    349,    201,    282,    210
198904,    517,    621,    349,    200,    282,    210
198905,    516,    616,    346,    199,    282,    209
198906,    512,    610,    346,    197,    281,    209
198907,    571,    600,    415,    209,    286,    199
198908,    566,    598,    414,    207,    286,    199
198909,    561,    596,    414,    207,    286,    199
198910,    557,    595,    413,    206,    285,    199
198911,    550,    591,    412,    205,    285,    199
198912,    546,    587,    408,    204,    284,    199
199001,    542,    584,    405,    203,    280,    199
199002,    541,    580,    403,    203,    280,    199
199003,    536,    578,    403,    203,    279,    199
199004,    535,    577,    401,    203,    278,    199
199005,    530,    575,    397,    203,    278,    199
199006,    529,    573,    396,    203,    276,    199
199007,    486,    579,    465,    229,    279,    181
199008,    480,    576,    463,    228,    277,    180
199009,    475,    576,    463,    227,    277,    178
199010,    470,    575,    460,    227,    276,    178
199011,    470,    572,    456,    227,    276,    176
199012,    468,    569,    455,    227,    275,    176
199101,    465,    567,    453,    226,    275,    176
199102,    465,    565,    451,    226,    275,    176
199103,    465,    564,    450,    226,    274,    176
199104,    461,    562,    450,    226,    274,    176
199105,    461,    559,    446,    226,    273,    176
199106,    461,    557,    443,    226,    273,    176
199107,    394,    561,    441,    215,    286,    194
199108,    394,    559,    440,    215,    286,    194
199109,    394,    559,    438,    215,    285,    194
199110,    393,    557,    437,    215,    285,    194
199111,    392,    556,    436,    215,    285,    194
199112,    391,    555,    436,    215,    284,    194
199201,    389,    554,    434,    215,    284,    192
199202,    388,    554,    434,    215,    284,    192
199203,    388,    548,    430,    215,    283,    192
199204,    386,    546,    427,    215,    283,    190
199205,    385,    543,    426,    215,    283,    189
199206,    382,    543,    425,    215,    282,    189
199207,    439,    526,    344,    221,    301,    196
199208,    439,    525,    344,    221,    301,    196
199209,    438,    524,    344,    221,    301,    196
199210,    435,    518,    344,    221,    299,    196
199211,    433,    517,    344,    221,    299,    196
199212,    433,    516,    343,    221,    299,    196
199301,    428,    512,    342,    221,    298,    196
199302,    424,    508,    341,    221,    298,    196
199303,    423,    504,    339,    221,    296,    196
199304,    423,    501,    338,    221,    296,    196
199305,    423,    499,    337,    221,    296,    196
199306,    422,    498,    336,    221,    296,    196
199307,    460,    534,    338,    224,    314,    202
199308,    455,    531,    338,    224,    314,    202
199309,    454,    529,    338,    224,    314,    202
199310,    452,    527,    335,    223,    313,    202
199311,    450,    527,    334,    222,    312,    202
199312,    445,    524,    332,    222,    312,    202
199401,    443,    518,    332,    222,    311,    201
199402,    441,    517,    332,    222,    311,    201
199403,    440,    515,    331,    222,    310,    201
199404,    438,    513,    330,    222,    309,    201
199405,    436,    512,    328,    222,    309,    201
199406,    433,    510,    327,    222,    309,    201
199407,    484,    622,    307,    208,    329,    229
199408,    482,    618,    306,    208,    326,    229
199409,    479,    616,    305,    206,    325,    229
199410,    475,    613,    305,    206,    325,    228
199411,    472,    611,    302,    206,    324,    228
199412,    468,    610,    300,    206,    323,    228
199501,    464,    601,    299,    206,    323,    228
199502,    464,    597,    299,    206,    323,    227
199503,    460,    595,    297,    206,    321,    226
199504,    458,    592,    296,    206,    321,    226
199505,    457,    586,    296,    206,    318,    223
199506,    453,    585,    295,    206,    318,    223
199507,    459,    678,    376,    218,    320,    239
199508,    456,    677,    375,    218,    319,    239
199509,    453,    676,    375,    217,    318,    238
199510,    449,    672,    375,    216,    318,    238
199511,    448,    666,    374,    215,    317,    237
199512,    446,    662,    374,    214,    314,    236
199601,    441,    653,    372,    213,    309,    234
199602,    436,    648,    371,    212,    307,    234
199603,    432,    642,    370,    211,    305,    232
199604,    431,    630,    369,    210,    304,    229
199605,    428,    628,    368,    210,    304,    228
199606,    423,    625,    368,    210,    304,    228
199607,    387,    653,    474,    227,    308,    229
199608,    382,    650,    474,    227,    307,    229
199609,    380,    646,    474,    225,    307,    229
199610,    377,    635,    474,    223,    307,    229
199611,    375,    632,    469,    221,    307,    229
199612,    373,    627,    469,    220,    304,    228
199701,    372,    622,    464,    220,    301,    227
199702,    371,    617,    461,    219,    301,    227
199703,    366,    608,    457,    218,    301,    227
199704,    364,    603,    454,    218,    301,    226
199705,    361,    599,    454,    217,    299,    226
199706,    356,    591,    451,    216,    295,    225
199707,    379,    635,    460,    236,    339,    222
199708,    372,    632,    456,    233,    335,    220
199709,    369,    627,    454,    231,    334,    220
199710,    362,    622,    453,    229,    330,    220
199711,    357,    615,    450,    229,    328,    218
199712,    351,    608,    445,    229,    327,    217
199801,    347,    604,    443,    228,    325,    216
199802,    345,    601,    439,    227,    324,    216
199803,    340,    590,    437,    226,    323,    215
199804,    336,    580,    430,    224,    323,    212
199805,    335,    573,    427,    224,    322,    210
199806,    332,    567,    422,    222,    322,    205
199807,    311,    646,    415,    246,    330,    207
199808,    306,    637,    415,    245,    328,    206
199809,    305,    633,    413,    242,    327,    206
199810,    303,    626,    411,    239,    322,    203
199811,    302,    623,    411,    239,    319,    201
199812,    302,    617,    406,    235,    319,    201
199901,    301,    608,    402,    233,    317,    200
199902,    298,    602,    398,    232,    317,    200
199903,    295,    593,    394,    231,    316,    199
199904,    292,    590,    392,    231,    315,    197
199905,    288,    586,    390,    230,    315,    196
199906,    284,    581,    386,    229,    312,    195
199907,    246,    563,    519,    243,    307,    185
199908,    243,    556,    517,    239,    306,    183
199909,    239,    554,    514,    239,    303,    182
199910,    232,    550,    509,    237,    300,    180
199911,    228,    542,    505,    236,    297,    179
199912,    224,    536,    502,    235,    295,    178
200001,    222,    532,    499,    234,    293,    177
200002,    219,    529,    492,    231,    293,    176
200003,    217,    525,    480,    231,    293,    175
200004,    215,    522,    473,    231,    291,    173
200005,    212,    519,    470,    230,    290,    173
200006,    209,    513,    465,    226,    289,    172
200007,    201,    571,    510,    228,    241,    172
200008,    197,    569,    509,    226,    241,    171
200009,    196,    561,    505,    222,    237,    171
200010,    191,    558,    502,    221,    235,    167
200011,    190,    545,    500,    218,    232,    167
200012,    188,    539,    496,    216,    230,    165
200101,    188,    531,    491,    213,    229,    164
200102,    187,    528,    487,    212,    225,    164
200103,    187,    524,    483,    210,    223,    163
200104,    185,    520,    478,    209,    221,    163
200105,    184,    517,    477,    209,    221,    163
200106,    184,    511,    473,    208,    219,    160
200107,    181,    495,    485,    197,    232,    155
200108,    179,    489,    483,    195,    230,    155
200109,    177,    487,    482,    194,    230,    154
200110,    177,    483,    478,    192,    228,    154
200111,    177,    475,    476,    192,    228,    153
200112,    177,    473,    472,    190,    225,    153
200201,    175,    470,    467,    188,    221,    153
200202,    174,    470,    463,    188,    221,    153
200203,    174,    464,    459,    188,    219,    153
