This file was created by CMPT_ME_BEME_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 CF/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  CF/P is cashflow (earnings before extraordinary plus deferred tax income statement plus common equitys
 share of depreciation) at the last fiscal year end of the prior calendar year divided by ME at the end of December of the prior year.  Firms with negative
CF/P are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Average Returns -- Monthly
,SMALL LoCFP,ME1 CFP2,SMALL HiCFP,BIG LoCFP,ME2 CFP2,BIG HiCFP
196804,       38.85,       43.14,       39.08,      927.54,      903.61,      481.45
196805,       45.96,       48.75,       44.55,     1023.85,      957.29,      526.95
196806,       50.74,       52.48,       48.53,     1048.80,      955.51,      540.50
196807,       50.34,       50.84,       53.43,     1088.95,      798.11,     1044.74
196808,       47.44,       49.24,       52.60,     1030.57,      782.66,     1068.86
196809,       49.09,       50.71,       55.01,     1039.68,      788.80,     1087.55
196810,       53.04,       54.05,       58.29,     1064.61,      827.49,     1135.08
196811,       52.57,       54.56,       59.57,     1048.39,      841.56,     1168.93
196812,       56.82,       58.69,       63.29,     1114.65,      871.29,     1236.24
196901,       57.09,       58.46,       62.38,     1056.37,      840.34,     1191.06
196902,       56.01,       57.55,       62.15,     1033.88,      840.03,     1186.47
196903,       49.91,       52.90,       57.34,      988.44,      795.73,     1115.29
196904,       51.78,       53.79,       58.95,     1029.67,      813.00,     1158.00
196905,       52.45,       54.40,       59.13,     1071.60,      820.34,     1177.13
196906,       52.47,       54.57,       59.13,     1067.39,      807.05,     1196.88
196907,       43.16,       51.02,       52.76,     1065.60,      616.55,     1190.95
196908,       37.92,       45.97,       48.60,     1016.14,      576.00,     1104.91
196909,       40.69,       48.08,       50.39,     1086.17,      599.99,     1129.91
196910,       40.48,       46.76,       49.31,     1086.46,      577.73,     1076.56
196911,       45.04,       50.32,       52.34,     1156.01,      613.76,     1104.68
196912,       42.56,       47.74,       48.91,     1130.33,      588.69,     1055.00
197001,       40.28,       45.29,       45.96,     1141.65,      574.95,     1016.80
197002,       37.89,       43.02,       44.49,     1049.41,      531.25,      934.73
197003,       39.04,       44.49,       46.37,     1088.58,      565.00,      995.14
197004,       37.02,       44.13,       46.37,     1061.41,      566.47,     1012.78
197005,       28.92,       38.43,       41.19,      947.58,      507.48,      934.24
197006,       25.54,       34.46,       37.81,      870.53,      469.07,      902.55
197007,       26.42,       28.94,       26.76,      799.68,      531.89,      762.23
197008,       28.29,       30.94,       28.30,      837.61,      581.53,      831.43
197009,       29.88,       32.67,       30.31,      868.66,      601.38,      882.02
197010,       34.81,       36.23,       33.10,      928.41,      608.68,      894.75
197011,       32.20,       34.12,       31.52,      921.24,      591.19,      888.53
197012,       31.96,       35.02,       32.16,      963.36,      626.15,      928.76
197101,       34.39,       38.35,       35.23,     1014.39,      671.54,      979.23
197102,       38.16,       42.82,       39.30,     1059.53,      715.64,     1002.22
197103,       39.77,       43.99,       40.42,     1082.23,      705.79,     1021.26
197104,       42.92,       46.52,       42.27,     1146.10,      726.45,     1046.75
197105,       44.54,       47.84,       43.92,     1187.63,      745.42,     1096.81
197106,       42.72,       45.31,       41.63,     1151.72,      711.40,     1045.38
197107,       41.66,       47.16,       38.49,     1219.11,      601.52,     1157.45
197108,       38.86,       44.86,       36.36,     1164.54,      577.71,     1115.07
197109,       40.52,       46.70,       38.05,     1228.94,      596.31,     1121.04
197110,       40.70,       46.03,       37.69,     1234.40,      588.34,     1100.26
197111,       38.27,       44.02,       35.37,     1192.60,      561.82,     1048.93
197112,       37.45,       42.38,       34.21,     1200.70,      554.24,     1037.85
197201,       42.77,       47.09,       38.18,     1307.43,      604.46,     1123.29
197202,       47.11,       50.23,       41.28,     1337.45,      611.51,     1145.78
197203,       49.27,       51.70,       42.50,     1394.66,      621.47,     1148.25
197204,       49.65,       52.33,       42.12,     1428.64,      623.74,     1124.68
197205,       50.17,       52.44,       42.32,     1442.97,      625.59,     1115.23
197206,       49.80,       51.23,       41.25,     1482.09,      619.94,     1129.20
197207,       44.88,       46.22,       39.44,     1307.65,      610.05,     1182.52
197208,       42.53,       44.79,       38.52,     1323.71,      599.97,     1169.18
197209,       42.10,       45.80,       39.20,     1325.07,      633.91,     1253.33
197210,       40.50,       44.35,       38.00,     1325.85,      615.54,     1251.65
197211,       38.83,       44.16,       37.55,     1333.98,      623.58,     1268.25
197212,       40.20,       46.52,       40.21,     1354.55,      664.78,     1364.32
197301,       39.77,       45.79,       39.47,     1397.61,      655.83,     1363.32
197302,       36.60,       43.61,       38.07,     1373.25,      620.76,     1357.16
197303,       32.51,       40.33,       35.53,     1330.08,      593.90,     1277.85
197304,       31.18,       39.06,       35.09,     1315.43,      588.20,     1286.74
197305,       28.00,       36.66,       33.50,     1234.13,      562.03,     1269.25
197306,       25.18,       33.73,       31.14,     1230.21,      548.90,     1218.13
197307,       26.15,       24.01,       20.59,     1011.69,      637.53,      822.87
197308,       30.83,       26.26,       22.45,     1080.74,      656.10,      841.50
197309,       29.70,       24.85,       21.30,     1043.48,      636.29,      810.48
197310,       32.94,       27.12,       23.14,     1057.79,      693.49,      883.14
197311,       32.32,       27.15,       23.19,     1058.94,      692.18,      870.73
197312,       25.23,       22.18,       19.23,      932.62,      602.02,      772.57
197401,       24.42,       21.92,       18.86,      918.80,      630.70,      813.94
197402,       26.23,       23.89,       21.19,      903.62,      624.95,      830.31
197403,       26.06,       24.00,       21.59,      890.18,      625.98,      838.87
197404,       25.91,       23.89,       21.53,      872.24,      605.82,      812.74
197405,       24.19,       22.65,       20.66,      839.97,      572.10,      772.25
197406,       22.16,       20.99,       19.16,      824.42,      534.37,      740.26
197407,       23.93,       21.56,       14.58,      899.63,      537.21,      421.71
197408,       22.48,       20.58,       14.10,      807.13,      522.80,      390.08
197409,       20.37,       18.82,       13.01,      721.14,      482.48,      366.47
197410,       18.06,       17.33,       11.93,      618.22,      449.05,      335.12
197411,       20.22,       18.80,       12.80,      753.54,      509.64,      343.67
197412,       19.26,       17.69,       12.02,      720.45,      487.12,      321.36
197501,       17.91,       16.66,       11.06,      693.05,      484.34,      317.77
197502,       22.27,       21.05,       14.28,      765.00,      557.00,      388.15
197503,       23.66,       21.89,       14.52,      826.45,      569.57,      391.69
197504,       25.20,       23.17,       15.78,      850.76,      573.05,      416.77
197505,       26.38,       24.12,       16.24,      896.66,      591.45,      436.08
197506,       28.69,       25.89,       17.26,      940.17,      623.71,      445.94
197507,       28.27,       27.13,       17.50,     1064.63,      707.01,      471.71
197508,       27.40,       26.30,       17.11,      975.86,      677.89,      446.66
197509,       26.16,       24.97,       16.04,      943.93,      664.61,      440.61
197510,       24.92,       24.08,       15.50,      897.16,      651.49,      424.31
197511,       24.99,       24.78,       15.86,      966.06,      680.94,      435.94
197512,       25.42,       25.27,       16.36,      998.18,      689.77,      448.54
197601,       25.08,       24.80,       16.21,      971.92,      691.61,      450.43
197602,       29.08,       29.23,       19.72,     1083.77,      770.47,      533.47
197603,       30.94,       31.35,       21.75,     1060.91,      772.29,      545.50
197604,       31.48,       31.65,       21.96,     1089.86,      794.38,      553.13
197605,       31.03,       31.38,       21.63,     1065.56,      800.14,      552.22
197606,       30.41,       30.67,       20.97,     1042.26,      797.45,      547.85
197607,       29.05,       32.89,       21.53,     1119.13,      770.25,      851.35
197608,       28.94,       33.01,       21.46,     1105.47,      762.72,      854.80
197609,       27.86,       32.54,       21.05,     1098.43,      760.41,      849.57
197610,       28.49,       33.30,       21.74,     1111.06,      785.77,      882.92
197611,       27.50,       32.81,       21.11,     1082.90,      765.35,      874.64
197612,       28.27,       33.62,       21.83,     1065.10,      766.61,      886.33
197701,       30.69,       36.75,       23.54,     1109.01,      817.91,      942.86
197702,       30.72,       37.34,       24.30,     1022.76,      800.42,      938.16
197703,       30.12,       36.86,       24.35,     1002.77,      775.44,      921.54
197704,       30.12,       36.86,       24.45,      987.26,      764.30,      912.01
197705,       30.24,       36.91,       25.00,      967.63,      778.71,      931.09
197706,       29.82,       37.02,       25.02,      942.32,      768.43,      919.90
197707,       34.57,       37.25,       22.10,      990.68,      803.66,     1039.12
197708,       34.50,       37.34,       22.06,      982.27,      788.03,     1024.91
197709,       34.94,       36.93,       21.64,      988.04,      756.36,      981.70
197710,       35.11,       37.34,       22.02,      973.84,      755.59,     1003.35
197711,       34.03,       36.52,       21.46,      930.78,      726.48,      961.76
197712,       36.60,       39.06,       23.07,      968.64,      749.63,      983.39
197801,       37.24,       39.43,       23.29,      968.12,      753.38,      991.18
197802,       35.83,       38.09,       22.82,      908.68,      707.52,      931.77
197803,       36.31,       38.63,       23.28,      877.51,      691.80,      933.90
197804,       38.72,       40.56,       24.48,      893.20,      710.87,      971.38
197805,       42.09,       43.47,       26.23,      995.97,      763.53,     1028.19
197806,       44.73,       45.84,       27.77,     1011.68,      770.71,     1020.39
197807,       39.17,       44.46,       26.96,     1027.64,      706.86,     1138.61
197808,       41.66,       46.82,       28.41,     1103.34,      741.23,     1187.45
197809,       45.08,       50.47,       30.84,     1135.40,      768.23,     1217.53
197810,       44.22,       49.38,       30.82,     1103.53,      769.14,     1228.50
197811,       34.54,       40.24,       24.50,     1000.22,      688.54,     1108.66
197812,       37.00,       42.30,       25.76,     1018.81,      707.71,     1132.41
197901,       37.36,       42.95,       25.66,     1044.73,      709.63,     1150.13
197902,       40.48,       45.93,       27.84,     1082.47,      747.38,     1204.73
197903,       38.99,       44.47,       27.12,     1031.27,      722.66,     1165.73
197904,       42.80,       47.88,       29.65,     1084.75,      765.22,     1239.52
197905,       43.39,       49.02,       30.79,     1087.40,      762.18,     1258.65
197906,       42.29,       47.68,       30.63,     1060.52,      750.00,     1224.60
197907,       40.29,       46.26,       31.22,     1052.86,      880.55,     1199.26
197908,       41.40,       47.74,       32.22,     1051.28,      898.62,     1224.83
197909,       44.89,       51.19,       34.67,     1111.70,      947.07,     1285.08
197910,       45.19,       50.56,       34.14,     1086.47,      954.64,     1295.76
197911,       40.59,       45.53,       30.12,     1015.63,      887.06,     1209.77
197912,       44.64,       48.43,       31.83,     1066.79,      935.55,     1261.69
198001,       48.00,       50.27,       33.84,     1089.90,      953.85,     1292.92
198002,       51.88,       53.03,       36.88,     1120.16,     1015.42,     1392.84
198003,       51.37,       51.24,       36.10,     1061.71,     1026.69,     1406.28
198004,       41.45,       42.58,       29.43,      981.17,      905.21,     1237.08
198005,       44.10,       44.66,       30.87,     1023.95,      957.43,     1285.64
198006,       47.48,       48.15,       33.22,     1075.37,     1007.98,     1342.63
198007,       43.45,       48.43,       36.71,      983.60,     1090.84,     1483.48
198008,       49.17,       52.40,       39.86,     1092.97,     1139.33,     1544.37
198009,       52.94,       54.42,       41.52,     1109.80,     1144.45,     1565.42
198010,       55.17,       55.74,       42.52,     1147.22,     1182.40,     1600.11
198011,       58.35,       56.31,       43.94,     1158.73,     1209.29,     1636.68
198012,       64.83,       58.78,       45.57,     1276.66,     1334.73,     1829.22
198101,       61.40,       57.99,       44.53,     1269.56,     1292.88,     1719.13
198102,       59.04,       58.54,       44.82,     1197.63,     1225.87,     1663.24
198103,       59.04,       58.67,       45.53,     1229.89,     1239.47,     1662.66
198104,       63.35,       63.17,       49.01,     1292.28,     1296.13,     1686.54
198105,       64.70,       65.42,       50.54,     1282.17,     1253.79,     1681.92
198106,       67.28,       66.09,       51.51,     1304.84,     1244.61,     1664.87
198107,       58.47,       65.11,       55.29,     1128.24,     1474.04,     1556.13
198108,       56.85,       63.61,       54.17,     1128.22,     1474.80,     1566.40
198109,       51.33,       59.63,       51.32,     1037.15,     1381.46,     1483.63
198110,       45.68,       55.74,       48.69,      972.56,     1303.94,     1382.18
198111,       50.65,       59.16,       51.21,     1053.89,     1379.75,     1423.47
198112,       50.98,       61.85,       53.82,     1081.57,     1445.36,     1468.81
198201,       49.58,       60.83,       53.17,     1049.43,     1399.88,     1433.94
198202,       47.01,       58.90,       51.99,     1023.71,     1372.42,     1403.10
198203,       43.70,       56.29,       50.92,      952.51,     1283.21,     1341.64
198204,       42.59,       56.12,       51.01,      934.83,     1263.59,     1343.42
198205,       45.28,       59.19,       53.30,      981.16,     1327.22,     1367.88
198206,       43.63,       57.78,       51.69,      940.37,     1276.50,     1331.69
198207,       40.38,       55.27,       41.57,      960.32,     1105.63,     1547.58
198208,       39.44,       54.84,       40.99,      950.57,     1089.33,     1487.71
198209,       42.44,       58.95,       44.48,     1073.51,     1200.51,     1659.16
198210,       43.49,       61.37,       47.00,     1086.72,     1225.57,     1666.35
198211,       50.17,       69.04,       52.86,     1246.47,     1361.67,     1802.69
198212,       54.76,       74.18,       57.25,     1348.80,     1405.28,     1806.03
198301,       55.40,       74.57,       57.74,     1340.83,     1433.22,     1835.68
198302,       60.56,       78.64,       60.52,     1368.24,     1474.14,     1938.02
198303,       63.61,       82.49,       64.44,     1413.82,     1513.03,     1950.19
198304,       65.66,       87.15,       68.25,     1458.07,     1560.02,     2005.35
198305,       70.78,       93.71,       73.09,     1538.69,     1678.67,     2161.96
198306,       76.83,       98.81,       76.51,     1541.13,     1653.72,     2153.52
198307,       83.67,       91.99,       82.67,     1510.76,     1902.63,     2232.61
198308,       79.06,       91.11,       83.98,     1426.66,     1833.73,     2200.13
198309,       75.17,       88.61,       82.75,     1395.61,     1833.18,     2282.66
198310,       75.89,       91.30,       84.86,     1415.01,     1886.16,     2285.21
198311,       69.50,       87.47,       82.31,     1349.03,     1865.72,     2261.77
198312,       73.49,       91.55,       85.11,     1407.14,     1893.82,     2282.23
198401,       71.32,       90.79,       84.77,     1370.06,     1900.61,     2253.48
198402,       67.86,       89.93,       84.45,     1294.90,     1848.47,     2311.33
198403,       63.39,       84.73,       81.80,     1225.45,     1755.11,     2259.50
198404,       63.04,       85.63,       83.19,     1241.76,     1793.47,     2243.45
198405,       62.36,       85.99,       83.90,     1237.59,     1794.84,     2288.30
198406,       58.43,       81.78,       78.96,     1151.27,     1703.79,     2118.31
198407,       60.76,       82.15,       73.49,     1174.66,     1674.40,     2043.05
198408,       57.34,       80.34,       71.29,     1141.73,     1663.16,     1996.79
198409,       65.04,       88.29,       77.46,     1282.83,     1837.48,     2202.79
198410,       62.99,       89.56,       79.30,     1233.45,     1804.33,     2265.43
198411,       61.13,       89.80,       80.17,     1225.93,     1833.02,     2260.70
198412,       58.63,       88.82,       80.65,     1193.49,     1806.88,     2251.64
198501,       59.81,       90.45,       82.09,     1228.23,     1848.80,     2298.40
198502,       68.29,      100.00,       88.85,     1351.61,     2022.17,     2422.73
198503,       69.77,      103.11,       90.75,     1352.79,     2047.30,     2473.13
198504,       66.93,      102.46,       92.33,     1331.19,     2029.02,     2502.69
198505,       64.96,      102.90,       92.28,     1309.69,     2010.73,     2524.24
198506,       67.41,      108.02,       95.14,     1393.30,     2143.89,     2560.31
198507,       73.12,       88.03,       74.85,     1684.79,     1897.00,     2634.84
198508,       75.57,       89.95,       75.57,     1688.52,     1886.02,     2594.12
198509,       74.28,       89.62,       76.01,     1654.44,     1853.33,     2609.09
198510,       68.85,       85.38,       73.27,     1582.85,     1789.13,     2508.94
198511,       71.22,       88.29,       75.57,     1650.23,     1858.45,     2633.34
198512,       77.16,       93.63,       79.88,     1805.53,     1998.60,     2744.74
198601,       80.71,       96.67,       83.70,     1891.90,     2110.31,     2834.68
198602,       82.32,       98.14,       86.04,     1932.78,     2111.38,     2836.12
198603,       87.94,      104.81,       92.52,     2112.27,     2271.26,     3008.18
198604,       91.11,      110.29,       98.04,     2253.99,     2401.33,     3164.81
198605,       93.35,      111.75,       99.82,     2266.69,     2393.67,     3069.00
198606,       96.35,      116.57,      103.15,     2409.49,     2506.66,     3204.60
198607,       96.04,      105.97,       89.26,     2217.17,     2415.92,     3336.30
198608,       86.24,       97.34,       83.26,     2075.53,     2249.83,     3256.27
198609,       88.58,      100.20,       86.43,     2180.21,     2376.73,     3563.29
198610,       81.55,       93.81,       82.95,     1967.81,     2161.22,     3298.24
198611,       85.16,       96.09,       85.73,     2104.32,     2272.82,     3458.55
198612,       85.16,       97.04,       84.86,     2155.22,     2319.87,     3515.77
198701,       82.66,       94.63,       81.48,     2115.81,     2247.28,     3399.58
198702,       93.54,      104.31,       88.92,     2429.83,     2530.22,     3812.74
198703,      101.42,      111.14,       93.97,     2627.06,     2692.85,     3762.96
198704,      102.57,      112.59,       96.46,     2662.10,     2735.51,     3881.45
198705,       99.61,      108.16,       92.16,     2609.68,     2693.36,     3821.80
198706,       99.37,      107.91,       91.37,     2638.81,     2713.70,     3807.24
198707,       96.12,      117.41,       92.62,     2770.02,     2975.54,     3755.12
198708,       97.88,      122.12,       95.07,     2953.44,     3101.73,     3842.34
198709,      100.51,      126.82,       97.93,     3097.12,     3244.01,     3962.18
198710,       98.70,      124.15,       94.90,     3033.73,     3160.17,     3862.98
198711,       67.55,       89.94,       69.24,     2343.18,     2428.99,     3208.53
198712,       63.17,       85.93,       66.94,     2123.57,     2236.26,     2953.76
198801,       68.39,       91.95,       70.87,     2309.48,     2403.50,     3097.12
198802,       69.53,       95.79,       74.12,     2348.35,     2492.19,     3337.08
198803,       74.74,      102.76,       79.77,     2454.04,     2636.40,     3433.66
198804,       77.69,      106.35,       80.58,     2376.13,     2549.15,     3364.47
198805,       80.04,      106.57,       81.72,     2359.34,     2557.94,     3429.04
198806,       77.53,      104.38,       80.22,     2363.84,     2562.06,     3487.17
198807,       85.93,      103.88,       72.73,     2647.23,     2646.76,     3255.66
198808,       83.62,      103.08,       72.91,     2610.24,     2633.51,     3202.82
198809,       80.55,       99.80,       71.65,     2530.06,     2558.29,     3090.99
198810,       82.43,      103.31,       73.19,     2657.46,     2658.46,     3190.14
198811,       81.22,      102.40,       73.51,     2693.67,     2730.37,     3269.03
198812,       78.59,       99.87,       71.07,     2604.19,     2652.95,     3233.80
198901,       82.32,      101.82,       73.93,     2664.63,     2695.84,     3285.46
198902,       85.38,      106.14,       78.15,     2850.42,     2859.71,     3510.32
198903,       85.71,      106.89,       78.13,     2779.18,     2791.30,     3421.49
198904,       88.30,      109.00,       79.62,     2843.34,     2821.99,     3533.11
198905,       93.47,      113.15,       83.39,     3025.68,     2876.36,     3699.37
198906,       97.57,      116.73,       87.26,     3166.71,     2978.60,     3833.27
198907,       94.30,      120.39,       83.63,     2972.28,     3012.32,     3506.52
198908,       98.26,      125.50,       86.55,     3279.49,     3276.20,     3743.94
198909,      100.60,      129.37,       89.28,     3300.99,     3320.68,     3856.69
198910,      101.60,      130.08,       89.76,     3274.84,     3276.65,     3854.27
198911,       95.79,      123.60,       84.26,     3226.05,     3182.78,     3720.57
198912,       96.32,      123.17,       84.85,     3323.77,     3248.82,     3750.25
199001,       95.94,      123.00,       82.96,     3394.47,     3252.56,     3884.57
199002,       87.67,      112.39,       75.72,     3152.01,     3052.17,     3584.38
199003,       89.76,      114.52,       77.73,     3167.70,     3086.46,     3647.58
199004,       94.43,      118.41,       80.57,     3258.29,     3163.36,     3686.99
199005,       91.39,      114.82,       77.20,     3216.76,     3085.14,     3518.87
199006,       98.67,      121.83,       82.71,     3584.53,     3375.01,     3739.82
199007,       92.94,      114.62,       87.78,     3411.67,     3785.60,     3142.66
199008,       89.44,      110.87,       83.89,     3394.06,     3768.18,     3138.88
199009,       77.09,       96.69,       73.21,     3088.13,     3438.64,     2825.91
199010,       69.67,       88.57,       66.71,     2893.30,     3307.33,     2671.74
199011,       65.84,       84.03,       61.60,     2873.09,     3283.83,     2674.53
199012,       71.60,       89.53,       64.83,     3118.59,     3460.96,     2805.18
199101,       74.49,       92.67,       67.73,     3212.42,     3537.98,     2871.55
199102,       81.97,       99.29,       73.44,     3371.58,     3691.78,     2996.87
199103,       90.63,      109.71,       81.29,     3636.29,     3917.19,     3166.99
199104,       97.15,      115.93,       85.31,     3774.00,     4001.84,     3181.14
199105,       96.88,      116.98,       87.09,     3740.36,     4010.36,     3213.44
199106,      100.72,      122.78,       89.84,     3904.02,     4123.82,     3358.82
199107,       96.01,      117.86,       76.85,     3656.00,     3994.24,     2572.52
199108,      100.23,      121.32,       79.59,     3896.14,     4122.37,     2694.45
199109,      104.86,      124.25,       82.49,     4012.90,     4188.81,     2758.57
199110,      106.04,      124.25,       82.25,     3912.85,     4163.52,     2699.66
199111,      108.79,      126.14,       83.07,     3971.78,     4196.63,     2780.79
199112,      104.44,      121.48,       79.04,     3903.02,     4010.91,     2603.28
199201,      114.99,      129.99,       84.82,     4464.72,     4407.05,     2814.06
199202,      120.84,      139.09,       93.86,     4354.13,     4317.52,     2847.23
199203,      122.78,      142.74,       98.50,     4361.01,     4345.03,     2913.69
199204,      117.02,      140.51,       97.14,     4232.42,     4248.91,     2891.85
199205,      112.90,      136.29,       95.12,     4206.33,     4415.24,     3007.80
199206,      113.61,      138.18,       95.20,     4238.88,     4424.40,     3017.18
199207,      107.95,      131.32,       85.21,     4139.18,     3768.88,     3507.41
199208,      111.33,      136.83,       87.80,     4275.43,     3936.92,     3687.84
199209,      107.28,      134.90,       86.44,     4232.75,     3835.81,     3640.85
199210,      108.72,      136.96,       88.35,     4237.10,     3926.50,     3700.54
199211,      114.60,      140.10,       90.64,     4318.41,     3955.41,     3663.60
199212,      125.83,      149.28,       95.95,     4505.40,     4085.21,     3710.40
199301,      130.06,      154.74,       99.64,     4491.22,     4151.81,     3845.92
199302,      132.49,      160.58,      105.10,     4458.58,     4164.26,     3910.77
199303,      124.71,      158.59,      106.21,     4417.61,     4188.58,     4069.89
199304,      127.48,      163.16,      109.66,     4488.29,     4277.95,     4175.10
199305,      122.09,      158.15,      107.49,     4303.46,     4129.60,     4109.11
199306,      129.34,      163.82,      110.61,     4483.33,     4206.48,     4165.85
199307,      138.19,      159.42,      100.18,     3991.85,     4082.28,     4597.28
199308,      138.03,      162.46,      101.04,     3911.74,     4061.11,     4650.99
199309,      143.60,      168.92,      105.26,     4050.06,     4186.83,     4815.05
199310,      148.58,      172.69,      107.50,     4053.16,     4192.25,     4809.57
199311,      152.01,      175.94,      110.25,     4151.28,     4223.99,     4794.67
199312,      147.69,      169.04,      108.13,     4149.63,     4159.32,     4578.52
199401,      152.72,      177.66,      110.99,     4204.66,     4263.25,     4603.96
199402,      157.66,      180.46,      114.79,     4281.65,     4416.44,     4714.36
199403,      157.82,      183.03,      113.72,     4185.53,     4329.43,     4498.54
199404,      148.50,      175.03,      107.38,     3980.22,     4137.84,     4329.83
199405,      148.50,      177.12,      108.33,     4012.32,     4194.31,     4363.06
199406,      143.46,      175.04,      107.25,     4073.75,     4250.48,     4350.68
199407,      123.35,      136.93,      104.86,     3565.06,     4299.64,     3904.76
199408,      125.36,      138.98,      106.93,     3697.20,     4428.14,     4032.98
199409,      135.67,      144.67,      110.44,     3887.65,     4590.91,     4130.00
199410,      137.00,      143.19,      110.42,     3845.14,     4456.87,     3998.74
199411,      138.58,      142.67,      109.56,     3942.47,     4503.96,     4110.54
199412,      134.12,      137.71,      105.60,     3852.13,     4296.12,     3960.19
199501,      135.81,      140.27,      105.22,     3909.90,     4363.46,     3957.44
199502,      133.77,      139.88,      105.57,     4004.87,     4465.01,     4091.41
199503,      140.06,      144.88,      109.40,     4145.81,     4670.03,     4246.65
199504,      145.12,      147.00,      110.26,     4269.49,     4786.00,     4335.06
199505,      147.09,      151.39,      113.32,     4314.16,     4948.05,     4507.73
199506,      147.99,      153.51,      116.20,     4452.52,     5140.02,     4719.29
199507,      143.75,      144.95,      111.12,     4213.37,     5151.42,     4540.37
199508,      154.49,      151.93,      117.01,     4386.01,     5323.00,     4734.81
199509,      157.21,      156.10,      120.26,     4396.79,     5345.08,     4848.10
199510,      160.48,      157.77,      121.78,     4570.51,     5572.63,     5007.21
199511,      152.07,      151.86,      116.23,     4564.22,     5551.08,     4936.49
199512,      156.88,      157.19,      120.81,     4780.43,     5768.57,     5165.32
199601,      159.57,      160.97,      122.08,     4780.63,     5923.24,     5303.69
199602,      158.45,      159.64,      121.86,     4890.95,     6109.49,     5487.27
199603,      165.28,      162.69,      125.65,     4997.02,     6185.94,     5582.53
199604,      169.81,      167.24,      130.31,     5022.67,     6282.22,     5523.54
199605,      183.55,      175.56,      135.30,     5132.40,     6392.07,     5573.84
199606,      193.75,      183.36,      141.99,     5296.32,     6494.34,     5655.54
199607,      179.66,      176.45,      134.90,     5860.42,     5587.03,     5076.74
199608,      160.74,      166.94,      126.09,     5516.19,     5364.15,     4877.28
199609,      170.62,      174.34,      133.57,     5704.97,     5488.06,     4986.86
199610,      178.91,      178.46,      137.73,     6057.99,     5786.48,     5150.06
199611,      172.53,      178.71,      139.04,     6044.65,     5993.81,     5341.46
199612,      176.49,      187.70,      143.30,     6441.93,     6458.82,     5775.37
199701,      178.84,      191.79,      147.65,     6306.36,     6380.31,     5719.58
199702,      183.99,      198.08,      150.58,     6710.76,     6763.98,     5996.19
199703,      175.45,      198.72,      149.08,     6709.65,     6812.29,     6050.52
199704,      163.81,      192.74,      145.21,     6327.33,     6575.60,     5758.35
199705,      160.69,      195.20,      143.78,     6771.70,     6913.12,     5999.40
199706,      182.02,      214.46,      156.33,     7308.49,     7295.69,     6291.82
199707,      192.86,      203.36,      151.58,     7701.45,     6850.66,     5473.58
199708,      202.31,      212.34,      159.80,     8432.74,     7387.94,     5682.87
199709,      208.71,      218.98,      165.36,     7934.08,     7108.04,     5577.75
199710,      223.43,      235.93,      178.26,     8419.97,     7463.71,     5954.61
199711,      211.88,      228.56,      171.13,     8137.26,     7150.58,     5862.43
199712,      208.49,      227.12,      170.00,     8450.47,     7472.96,     6173.44
199801,      207.04,      231.39,      172.60,     8548.46,     7657.42,     6388.53
199802,      203.37,      228.76,      170.56,     8802.12,     7548.11,     6416.00
199803,      221.14,      242.51,      183.32,     9544.02,     8179.72,     6691.92
199804,      229.67,      252.12,      192.69,     9947.17,     8562.90,     7239.45
199805,      233.47,      255.44,      197.23,    10148.18,     8725.75,     7146.33
199806,      218.60,      246.08,      189.89,     9865.78,     8599.25,     7218.90
199807,      233.48,      230.08,      177.88,    11092.51,     8537.47,     5984.74
199808,      215.77,      213.66,      163.98,    10971.91,     8481.40,     5804.45
199809,      168.94,      176.69,      135.70,     9306.16,     7159.28,     5141.83
199810,      181.70,      180.94,      139.94,     9963.85,     7350.57,     5529.60
199811,      188.48,      187.70,      145.44,    10745.98,     8010.39,     5661.96
199812,      201.91,      198.48,      150.57,    11477.11,     8523.94,     5849.23
199901,      212.39,      205.42,      156.29,    12502.95,     8846.67,     5747.71
199902,      217.45,      203.40,      156.44,    13073.19,     9050.33,     5666.46
199903,      198.87,      188.69,      143.35,    12632.81,     8704.23,     5595.90
199904,      198.61,      183.54,      141.14,    13311.78,     8764.19,     5755.14
199905,      217.11,      200.96,      156.03,    13420.67,     9517.17,     6371.18
199906,      221.08,      205.61,      160.70,    13007.49,     9522.26,     6334.55
199907,      218.66,      210.32,      146.74,    15871.49,     7938.27,     4034.93
199908,      214.27,      209.91,      145.56,    15481.62,     7724.59,     3901.48
199909,      206.47,      201.19,      141.43,    15583.51,     7402.56,     3781.54
199910,      206.20,      197.58,      136.06,    15222.32,     7049.93,     3745.09
199911,      203.95,      192.38,      130.93,    16619.34,     7272.49,     3989.31
199912,      222.19,      200.68,      135.66,    17094.38,     7279.15,     3893.43
200001,      250.75,      209.34,      142.63,    18627.36,     7400.55,     3976.93
200002,      246.56,      206.15,      135.42,    17636.14,     7200.56,     3724.70
200003,      294.22,      215.96,      142.10,    18064.03,     6562.54,     3477.66
200004,      273.09,      216.47,      145.50,    19749.33,     7385.90,     3847.63
200005,      245.77,      211.77,      143.77,    18903.68,     7282.70,     3934.10
